CO(GT),PT08.S1(CO),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,DateTime,C6H6(GT)
0.2882882882882882,0.5825120040434673,0.43533930857874525,0.16874541452677919,0.2941714983216357,0.5037783375314862,0.5859861284012093,0.3999700059988003,0.19607843137254882,0.7501069747539577,0.3221074844758096,2004-03-11 17:00:00,11.2
0.4294294294294293,0.7048268890573668,0.558258642765685,0.21521154316458793,0.2329874885566067,0.5554156171284634,0.7179441579228172,0.5119976004799041,0.1960784313725487,0.7419768934531447,0.3177831975507236,2004-03-11 18:00:00,20.8
0.5255255255255253,0.769775082132929,0.6402048655569783,0.24162386891660553,0.19255416539517853,0.593198992443325,0.8018851147074517,0.5944811037792441,0.19450980392156836,0.7428326914848092,0.31688374587030566,2004-03-11 19:00:00,27.4
0.49849849849849837,0.7020470053070507,0.5883482714468631,0.23159696747370997,0.21666158071406774,0.5743073047858942,0.7350168948959632,0.5758848230353929,0.18509803921568602,0.7419768934531448,0.30570978845588326,2004-03-11 20:00:00,24.0
0.33633633633633625,0.497093757897397,0.430644472897994,0.16091954022988508,0.3117180347879158,0.464735516372796,0.5571758847590256,0.44346130773845227,0.17333333333333306,0.716730851519041,0.28125162160759665,2004-03-11 21:00:00,12.8
0.18318318318318316,0.3133687136719738,0.26525821596244137,0.08657373440939105,0.43713762587732685,0.3236775818639799,0.39018317624044113,0.27819436112777446,0.1623529411764703,0.6867779204107826,0.2557210316018886,2004-03-11 22:00:00,4.7
0.11711711711711711,0.2544857215061915,0.2074263764404609,0.057715822939594034,0.4824534635337199,0.27455919395465994,0.3311399608749778,0.2078584283143371,0.15607843137254873,0.6632434745400082,0.23875252970785088,2004-03-11 23:00:00,2.6
0.1291291291291291,0.2744503411675511,0.22449850618864708,0.06725360723893373,0.470552334452243,0.30604534005037787,0.33914280633113997,0.20950809838032397,0.15215686274509782,0.6474112109542144,0.2284261325307454,2004-03-12 00:00:00,5.9
0.14114114114114112,0.293404094010614,0.24349125053350407,0.07581315725116165,0.4447665547757096,0.35390428211586905,0.3483905388582607,0.23050389922015596,0.14352941176470557,0.6516902011125371,0.22183591925691426,2004-03-12 01:00:00,6.4
0.11411411411411407,0.2451352034369471,0.19419547588561675,0.06603081438004402,0.5097650289899299,0.34634760705289674,0.3149564289525166,0.18491301739652066,0.13333333333333303,0.6679503637141632,0.2187743241139533,2004-03-12 02:00:00,4.1
0.08108108108108106,0.1913065453626484,0.12526675202731546,0.03864025434091465,0.608330790357034,0.24811083123425692,0.27156322247910364,0.1177264547090582,0.12078431372548991,0.6944801026957634,0.21773649525193273,2004-03-12 03:00:00,1.9
0.057057057057057055,0.1556734900176901,0.07895860008536065,0.02592320860846173,0.684467500762893,0.1889168765743073,0.2450649119687,0.07303539292141571,0.11450980392156833,0.7081728712023959,0.21699271790081787,2004-03-12 04:00:00,1.1
0.057057057057057055,0.16527672479150873,0.07831839521980366,0.019564685742235265,0.6852303936527312,0.16372795969773302,0.25146718833362985,0.06928614277144572,0.11294117647058795,0.7107402652973895,0.21652569491290852,2004-03-12 05:00:00,1.0
0.07507507507507505,0.23098306798079343,0.1261203585147247,0.04108584005869406,0.6080256332010987,0.25440806045340053,0.2918370976347146,0.12387522495500898,0.11529411764705853,0.7073170731707312,0.21770190095653197,2004-03-12 06:00:00,1.8
0.18918918918918914,0.4179934293656811,0.28297055057618437,0.10882856444118368,0.4557522123893806,0.3765743073047859,0.4243286501867331,0.27474505098980206,0.1231372549019605,0.6991869918699183,0.22230294224482355,2004-03-12 07:00:00,4.4
0.2972972972972972,0.5741723527925195,0.44985061886470334,0.17021276595744683,0.3156850778150748,0.464735516372796,0.572825893651076,0.439862027594481,0.14196078431372522,0.6705177578091567,0.2279591095428361,2004-03-12 08:00:00,17.9
0.34834834834834827,0.6396259792772303,0.5326504481434059,0.1892883345561262,0.24321025328043946,0.4874055415617129,0.6352480882091411,0.5131973605278943,0.19529411764705856,0.570389388104407,0.2280282981336375,2004-03-12 09:00:00,22.1
0.2972972972972972,0.5577457669951984,0.49018352539479293,0.16703350452433358,0.25419591089411053,0.4899244332493704,0.5815401031477858,0.47825434913017395,0.2501960784313723,0.464698331193838,0.22360022832234933,2004-03-12 10:00:00,14.0
0.2282282282282282,0.4720748041445539,0.4118651301749894,0.1269258987527513,0.2950869697894416,0.45465994962216627,0.48888493686644147,0.38392321535692864,0.29568627450980367,0.38040222507488214,0.21726947226402338,2004-03-12 11:00:00,11.6
0.21021021021021016,0.4473085670962849,0.3900981647460521,0.12032281731474688,0.3097345132743363,0.44710327455919396,0.46772185666014593,0.3458308338332333,0.3184313725490194,0.3495934959349592,0.21626623769740339,2004-03-12 12:00:00,10.2
0.21021021021021016,0.45337376800606505,0.3988476312419975,0.10736121301051603,0.3066829417149832,0.42191435768261965,0.47874799928863604,0.3299340131973605,0.33411764705882335,0.3380402225074881,0.22174943351841253,2004-03-12 13:00:00,11.0
0.23423423423423417,0.49052312357846845,0.4278702518139138,0.11885546588407923,0.28944156240463836,0.438287153652393,0.5148497243464343,0.35692861427714456,0.3403921568627449,0.3401797175866494,0.2289277498140554,2004-03-12 14:00:00,12.8
0.24324324324324312,0.5049279757391962,0.4400341442594964,0.12325752017608217,0.2812023191943851,0.44332493702770787,0.5262315489951983,0.3762747450509898,0.33882352941176447,0.3517329910141205,0.23576012315569128,2004-03-12 15:00:00,14.2
0.23423423423423412,0.501642658579732,0.43213828425096035,0.12007825874296894,0.2898992981385413,0.438287153652393,0.5173394984883515,0.3662267546490702,0.34352941176470564,0.34574240479246876,0.23556985453098755,2004-03-12 16:00:00,12.7
0.26426426426426414,0.541319181197877,0.46521553563807083,0.12399119589141601,0.2731156545620995,0.4672544080604535,0.5475724702116309,0.40686862627474507,0.33803921568627426,0.3568677792041076,0.2382682095722412,2004-03-12 17:00:00,11.7
0.2912912912912912,0.5959059893858984,0.5021340162185233,0.12986060161408658,0.25282270369240156,0.49874055415617125,0.5813622621376491,0.45725854829034185,0.32627450980392125,0.38339751818570794,0.24565409164028823,2004-03-12 18:00:00,19.3
0.41741741741741734,0.7397017942886024,0.6235595390524968,0.17632673025189535,0.19453768690875803,0.5629722921914357,0.7200782500444605,0.5911817636472705,0.29490196078431347,0.4527171587505347,0.261723141853908,2004-03-12 19:00:00,18.2
0.4324324324324323,0.7619408642911296,0.628254374733248,0.19295671313279533,0.18538297223069886,0.5629722921914357,0.7255913213587055,0.6237252549490102,0.27137254901960756,0.5113393239195546,0.275041945583173,2004-03-12 20:00:00,32.6
0.4264264264264263,0.7515794794035886,0.6028595817328211,0.2054292002934703,0.18812938663411663,0.5554156171284634,0.7035390361017253,0.6301739652069586,0.24470588235294094,0.57851946940522,0.2863888744745988,2004-03-12 21:00:00,20.1
0.3903903903903903,0.709628506444276,0.546521553563807,0.1956468574223527,0.20598108025633208,0.5100755667506297,0.6452071847768097,0.5956808638272345,0.21960784313725462,0.6388532306375692,0.29145693875079975,2004-03-12 22:00:00,14.3
0.3393393393393393,0.6292645943896891,0.4750320102432779,0.17583761310833945,0.23817516020750687,0.464735516372796,0.5746043037524453,0.5443911217756449,0.19921568627450947,0.6850663243474536,0.2925120647605207,2004-03-12 23:00:00,21.8
0.2912912912912912,0.5564821834723275,0.42082799829278705,0.1479579359256542,0.27357339029600247,0.41183879093199,0.5283656411168416,0.49235152969406115,0.18431372549019576,0.7056054771074023,0.28702886893951157,2004-03-13 00:00:00,9.6
0.17717717717717718,0.43189284811726053,0.3004694835680751,0.09488872584984104,0.33994507171193167,0.34634760705289674,0.40441045705139606,0.4002699460107978,0.17725490196078403,0.7026101839965764,0.27812083787383424,2004-03-13 01:00:00,7.4
0.14714714714714713,0.40459944402324993,0.2618437900128041,0.06798728295426755,0.37290204455294484,0.30730478589420657,0.3752445313889384,0.35692861427714456,0.16392156862745066,0.7171587505348734,0.27078684724888835,2004-03-13 02:00:00,5.4
0.14114114114114112,0.3922163254991155,0.25074690567648317,0.06065052580092933,0.3822093378089717,0.28967254408060455,0.3661746398719546,0.33413317336532694,0.14745098039215654,0.7479674796747963,0.26620310310829715,2004-03-13 03:00:00,5.4
0.12312312312312312,0.34015668435683594,0.21724285104566793,0.05551479579359257,0.41943851083307915,0.2682619647355164,0.3499911079494931,0.30053989202159564,0.14352941176470557,0.7466837826272996,0.26146368463840286,2004-03-13 04:00:00,6.2
0.10810810810810806,0.32196108162749554,0.1880068288518993,0.04817803864025435,0.45407384803173634,0.24055415617128462,0.3300729148141562,0.27639472105578883,0.1388235294117644,0.7466837826272994,0.25651670039610436,2004-03-13 05:00:00,2.6
0.10210210210210208,0.3131159969673994,0.1771233461374307,0.05551479579359257,0.46872139151663106,0.23299748110831237,0.3295393917837454,0.2685962807438512,0.13333333333333303,0.7501069747539577,0.25260754501582655,2004-03-13 06:00:00,2.9
0.15315315315315314,0.4035885772049533,0.2663252240717029,0.10295915871851309,0.39472078120231935,0.27204030226700254,0.4013871598790682,0.3245350929814037,0.11921568627450947,0.7843388960205386,0.25196755055091385,2004-03-13 07:00:00,5.1
0.2282282282282282,0.48142532221379825,0.37451984635083224,0.1621423330887748,0.3068355202929509,0.34634760705289674,0.4919082340387693,0.41091781643671266,0.1380392156862742,0.7509627727856222,0.25606697455589544,2004-03-13 08:00:00,11.8
0.27927927927927926,0.5660854182461461,0.44088775074690567,0.1892883345561262,0.25205981080256334,0.40806045340050384,0.5377912146540993,0.48965206958608276,0.18588235294117617,0.6623876765083436,0.26303772507913414,2004-03-13 09:00:00,15.1
0.32132132132132124,0.6181450593884257,0.4709773794280836,0.19907067742724383,0.23268233140067138,0.48614609571788425,0.5559309976880669,0.5482903419316136,0.257254901960784,0.5365853658536582,0.2717900818155083,2004-03-13 10:00:00,12.9
0.31831831831831825,0.629011877685115,0.4632949210413999,0.18537539740767917,0.23954836740921578,0.5390428211586903,0.5385025786946471,0.5446910617876424,0.32627450980392125,0.425759520753102,0.27120197879369656,2004-03-13 11:00:00,16.1
0.30630630630630623,0.5989385898407884,0.4586000853606488,0.1616532159452189,0.2575526396093989,0.5365239294710328,0.5265872310154722,0.4901019796040792,0.381176470588235,0.3406076166024816,0.2645425769290641,2004-03-13 12:00:00,14.0
0.24324324324324323,0.5142784938084408,0.40311566367904395,0.11812179016874541,0.3002746414403419,0.46599496221662473,0.47465765605548643,0.3801739652069587,0.39999999999999974,0.3089430894308941,0.2589383010741525,2004-03-13 13:00:00,12.3
0.1951951951951952,0.46095526914329027,0.36683738796414855,0.08877476155539252,0.3268233140067135,0.40931989924433254,0.4485150275653566,0.31418716256748647,0.39999999999999974,0.3080872913992295,0.258108037984536,2004-03-13 14:00:00,8.6
0.18618618618618615,0.4553955016426586,0.35147247119078107,0.0851063829787234,0.32941714983216364,0.40931989924433254,0.4403343410990575,0.31073785242951407,0.3858823529411762,0.32434745400085563,0.2591804611419574,2004-03-13 15:00:00,9.2
0.19519519519519513,0.4854687894869851,0.36769099445155784,0.09244314013206163,0.31232834909978646,0.438287153652393,0.46060821625466847,0.3458308338332333,0.37568627450980363,0.33718442447582353,0.259007489664954,2004-03-13 16:00:00,10.2
0.23123123123123118,0.5443517816527672,0.4137857447716603,0.11885546588407923,0.279066219102838,0.47858942065491195,0.504534945758492,0.4130173965206959,0.3576470588235291,0.36884895164741105,0.2660820230743947,2004-03-13 17:00:00,10.6
0.2822822822822822,0.6209249431387414,0.47759282970550576,0.15284910736121304,0.24153188892279528,0.5302267002518892,0.569980437488885,0.4931013797240552,0.34352941176470564,0.4000855798031662,0.2757165343434864,2004-03-13 18:00:00,15.5
0.3393393393393393,0.6929492039423806,0.5360648740930432,0.18488628026412326,0.2076594446139762,0.575566750629723,0.6256446736617465,0.5850329934013196,0.33568627450980365,0.4270432178005989,0.28728832615501665,2004-03-13 19:00:00,19.6
0.3693693693693693,0.7303512762193582,0.5539906103286385,0.19858156028368798,0.19713152273420811,0.5894206549118388,0.6400497954828386,0.6586682663467306,0.3294117647058821,0.4518613607188701,0.298358500683237,2004-03-13 20:00:00,19.2
0.33633633633633625,0.6886530199646197,0.5119504908237302,0.1831743702616777,0.2102532804394263,0.5617128463476071,0.6091054597190113,0.6604679064187162,0.3199999999999997,0.4783910997004705,0.306851400204106,2004-03-13 21:00:00,18.3
0.28828828828828823,0.6398786959818044,0.4556124626547161,0.15700660308143802,0.23130912419896246,0.5226700251889169,0.5536190645562868,0.6363227354529094,0.31215686274509774,0.500641848523748,0.3138913393181461,2004-03-13 22:00:00,13.1
0.2492492492492492,0.6178923426838514,0.4056764831412718,0.13426265590608952,0.2506866036008545,0.4848866498740555,0.5093366530321892,0.5836832633473304,0.301176470588235,0.529738981600342,0.3209312784321862,2004-03-13 23:00:00,10.9
0.24024024024024024,0.6280010108668184,0.39628681177976954,0.12448031303497188,0.25617943240769003,0.45465994962216627,0.48728436777520906,0.5695860827834434,0.301176470588235,0.5421480530594777,0.32916472073755004,2004-03-14 00:00:00,11.0
0.23723723723723716,0.6151124589335355,0.37814767392232185,0.11371973587674249,0.2654867256637169,0.42191435768261965,0.47661390716699276,0.539742051589682,0.28392156862745066,0.5832263585793749,0.3351149395464685,2004-03-14 01:00:00,11.9
0.22222222222222215,0.5670962850644428,0.3685446009389671,0.09855710442651015,0.2703692401586818,0.3904282115869018,0.4782144762582253,0.5011997600479904,0.2658823529411761,0.6251604621309368,0.338159237541729,2004-03-14 02:00:00,8.6
0.2102102102102102,0.4776345716451857,0.31049935979513443,0.07312301296160431,0.30851388465059515,0.34382871536523935,0.4476258225146719,0.42936412717456507,0.24627450980392124,0.666238767650834,0.33931814643765207,2004-03-14 03:00:00,9.7
0.17117117117117114,0.4005559767500632,0.2605633802816901,0.05478112007825875,0.35718645102227653,0.30100755667506296,0.4181042148319403,0.36817636472705456,0.23843137254901925,0.684210526315789,0.3392489578468507,2004-03-14 04:00:00,5.2
0.1291291291291291,0.3328278999241849,0.18587281263337602,0.03423820004891172,0.4295086969789442,0.24937027707808568,0.36706384492263916,0.3072885422915417,0.23843137254901925,0.6790757381258019,0.33577223115908156,2004-03-14 05:00:00,3.7
0.08408408408408408,0.30705079605761926,0.15215535638070854,0.035216434336023485,0.4682636557827281,0.23047858942065497,0.3471456517873022,0.2775944811037792,0.22509803921568594,0.706889174154899,0.3345095393769564,2004-03-14 06:00:00,2.5
0.09009009009009006,0.3305534495830173,0.1587708066581306,0.04695524578136464,0.46109246261824854,0.24811083123425692,0.3537257691623688,0.28209358128374323,0.22588235294117615,0.70517757809157,0.3344576479338554,2004-03-14 07:00:00,2.4
0.10810810810810809,0.37073540561031076,0.20358514724711907,0.06505258009293226,0.40921574610924627,0.27329974811083124,0.3882269251289348,0.3152369526094781,0.23215686274509767,0.6957637997432602,0.33712140867970836,2004-03-14 08:00:00,4.2
0.14714714714714716,0.4475612838008593,0.26931284677763556,0.08217168011738811,0.34330180042722,0.3123425692695214,0.4369553619064556,0.37102579484103176,0.26431372549019577,0.633718442447582,0.3405462439243765,2004-03-14 09:00:00,6.4
0.18918918918918917,0.5208491281273693,0.33055911224925305,0.10051357300073367,0.2903570338724444,0.3501259445843829,0.4871065267650721,0.43041391721655664,0.3058823529411761,0.5626872058194262,0.34502620517876564,2004-03-14 10:00:00,8.6
0.2252252252252252,0.5665908516552944,0.36769099445155784,0.11102959158718514,0.26777540433323166,0.3954659949622166,0.5137826782856127,0.45575884823035395,0.35999999999999965,0.46983311938382516,0.342379741580613,2004-03-14 11:00:00,10.9
0.21921921921921916,0.5537022997220118,0.3585147247119078,0.10344827586206896,0.2879157766249619,0.40302267002518893,0.49795482838342536,0.41901619676064783,0.41254901960784285,0.37697903294822405,0.3265355542870978,2004-03-14 12:00:00,10.7
0.18918918918918917,0.4935557240333585,0.3307725138711054,0.08559550012227929,0.32239853524565154,0.3879093198992443,0.4613195802952162,0.3465806838632273,0.44784313725490166,0.3089430894308941,0.306246000034594,2004-03-14 13:00:00,7.5
0.16216216216216214,0.45362648471063943,0.3102859581732822,0.07361213010516018,0.34894720781202326,0.37279596977329976,0.4317979726124845,0.29229154169166166,0.4682352941176468,0.26914848095849364,0.28983100686696733,2004-03-14 14:00:00,7.5
0.19219219219219216,0.49835734142026794,0.34549722577891595,0.08755196869650282,0.33216356423558135,0.4042821158690177,0.45331673483905394,0.3101379724055189,0.47607843137254874,0.25631151048352574,0.28471105114766543,2004-03-14 15:00:00,8.2
0.2252252252252252,0.5567349001769017,0.38220230473751593,0.10638297872340426,0.30759841318278924,0.43702770780856426,0.4849724346434288,0.36022795440911815,0.4752941176470586,0.25887890457851925,0.28609482296369293,2004-03-14 16:00:00,11.9
0.24324324324324323,0.6123325751832196,0.41399914639351254,0.11812179016874541,0.2844064693317059,0.45465994962216627,0.5134269962653388,0.4145170965806838,0.4580392156862742,0.29182712879760364,0.2996211924653622,2004-03-14 17:00:00,12.0
0.2912912912912912,0.70078342178418,0.4709773794280836,0.14037662020053807,0.2506866036008545,0.4899244332493704,0.5751378267828562,0.5043491301739652,0.42823529411764677,0.34873769790329473,0.3206545240689807,2004-03-14 18:00:00,12.2
0.3813813813813813,0.8170331058882991,0.5413999146393512,0.17583761310833945,0.2107110161733293,0.5465994962216626,0.6524986661924241,0.6091781643671266,0.3992156862745095,0.4142062473256309,0.3468424056873018,2004-03-14 19:00:00,20.6
0.40840840840840836,0.8377558756633814,0.559539052496799,0.1897774516996821,0.18858712236801958,0.5780856423173804,0.678641294682554,0.6670665866826634,0.37568627450980363,0.469405220367993,0.36436441630775057,2004-03-14 20:00:00,23.1
0.33333333333333326,0.7154409906494819,0.48015364916773373,0.1616532159452189,0.2146780592004883,0.5327455919395466,0.6064378445669572,0.6258248350329934,0.3592156862745095,0.5091998288403934,0.37489837925726016,2004-03-14 21:00:00,14.7
0.2222222222222222,0.5766995198382614,0.38454972257789166,0.1193445830276351,0.25312786084833694,0.464735516372796,0.5200071136404056,0.5424415116976604,0.3364705882352938,0.5511339323919552,0.376697282618096,2004-03-14 22:00:00,9.0
0.17417417417417416,0.4955774576699519,0.32735808792146825,0.09170946441672781,0.28379615501983524,0.4055415617128464,0.47181219989329554,0.48275344931013797,0.32156862745098014,0.5729567821994007,0.3739989275768423,2004-03-14 23:00:00,8.8
0.16516516516516516,0.4740965377811473,0.30879214682031586,0.08192712154561017,0.2969179127250534,0.37027707808564236,0.46398719544727024,0.4454109178164367,0.3035294117647056,0.5986307231493365,0.36972653209485723,2004-03-15 00:00:00,7.4
0.15315315315315314,0.4425069497093757,0.2921468203158344,0.07116654438738078,0.3068355202929509,0.33123425692695213,0.45491730393028634,0.4154169166166767,0.29333333333333306,0.6217372700042786,0.37053949803677344,2004-03-15 01:00:00,6.9
0.13213213213213212,0.4018195602729339,0.2626973965002134,0.07214477867449254,0.3286542569423253,0.3173803526448363,0.44424684332207015,0.38107378524295143,0.27607843137254867,0.6593923833975178,0.3716811097849961,2004-03-15 02:00:00,7.0
0.11111111111111108,0.36113217083649235,0.23239436619718307,0.06236243580337491,0.35001525785779686,0.28967254408060455,0.4309087675617998,0.35692861427714456,0.2627450980392154,0.6953359007274279,0.3761264767439846,2004-03-15 03:00:00,4.4
0.08708708708708707,0.3234773818549405,0.19995731967562952,0.0574712643678161,0.3741226731766861,0.27204030226700254,0.4127689845278321,0.33608278344331133,0.25098039215686246,0.721437740693196,0.37636863681178934,2004-03-15 04:00:00,4.0
0.0960960960960961,0.34344200151630017,0.22044387537345284,0.06480802152115431,0.35916997253585603,0.26196473551637284,0.4300195625111151,0.3453809238152369,0.24156862745098012,0.7513906718014545,0.38060643799837374,2004-03-15 05:00:00,3.9
0.12912912912912913,0.40308314379580484,0.274861288945796,0.10442651014918074,0.32056759231003973,0.2846347607052897,0.473057086964254,0.37867426514697056,0.23372549019607813,0.7719298245614031,0.3814712953833909,2004-03-15 06:00:00,6.4
0.2642642642642642,0.5855446044983574,0.43448570209133586,0.17094644167278064,0.24366798901434242,0.3350125944584383,0.6258225146718834,0.4791541691661668,0.2376470588235291,0.7569533590072739,0.3779253801048204,2004-03-15 07:00:00,9.7
0.46546546546546536,0.788728834975992,0.6203585147247119,0.2540963560772805,0.16844675007628931,0.42191435768261965,0.818068646629913,0.6442711457708459,0.26431372549019577,0.6876337184424473,0.371023818172383,2004-03-15 08:00:00,25.9
0.5735735735735734,0.9042203689663886,0.7279129321382843,0.2946930789924187,0.1264876411351846,0.5075566750629723,0.9162368842255024,0.7549490101979603,0.31215686274509774,0.5823705605477104,0.36396658191064263,2004-03-15 09:00:00,36.7
0.5345345345345344,0.8453373768006065,0.6956892872385829,0.2846661775495231,0.1353371986573085,0.5591939546599496,0.8639516272452428,0.7726454709058188,0.3701960784313723,0.47368421052631543,0.35758393440921554,2004-03-15 10:00:00,26.6
0.38438438438438427,0.711144806671721,0.5717029449423816,0.21692345316703354,0.18019530057979863,0.5403022670025189,0.707095856304464,0.673365326934613,0.4266666666666664,0.38724860932819843,0.3546088250047564,2004-03-15 11:00:00,20.1
0.2972972972972972,0.621683093252464,0.502560819462228,0.16238689166055273,0.21193164479707052,0.4924433249370278,0.6304463809354439,0.5880323935212958,0.47294117647058803,0.3299101412066751,0.3563904312178918,2004-03-15 12:00:00,14.1
0.2582582582582582,0.5802375537022997,0.473111395646607,0.12325752017608217,0.23146170277693015,0.43702770780856426,0.5948781789080562,0.5077984403119375,0.5050980392156861,0.2935387248609327,0.3556293567190767,2004-03-15 13:00:00,14.9
0.24024024024024024,0.5516805660854183,0.458813486982501,0.11151870873074102,0.24595666768385718,0.3992443324937028,0.5813622621376491,0.45005998800239955,0.5239215686274508,0.2712879760376549,0.3527234359054188,2004-03-15 14:00:00,15.4
0.22222222222222215,0.5266616123325751,0.4346991037131883,0.10467106872095866,0.2642660970399756,0.3740554156171285,0.5536190645562868,0.39967006598680266,0.532549019607843,0.2593068035943516,0.3484337432757335,2004-03-15 15:00:00,12.1
0.21921921921921916,0.538033864038413,0.4302176696542894,0.10393739300562484,0.267165090021361,0.37279596977329976,0.552729859505602,0.39802039592081573,0.5317647058823528,0.26486949080017097,0.35500665940186427,2004-03-15 16:00:00,11.5
